last_name, first_name,player_id,year,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,r_total_caught_stealing,r_total_stolen_base,b_game,b_hit_by_pitch,b_sac_bunt,b_sac_fly,r_run,Points
Woodruff, Brandon,605540,2021,52,58,6,6,0,0,0,28,3,0.115,0.115,0.155,0.271,2,0,0,28,0,3,0,0,-1
Zimmer, Bradley,605548,2021,299,348,68,50,9,1,8,122,30,0.227,0.344,0.325,0.669,35,3,15,99,15,0,4,44,228
Castro, Harold,605612,2021,315,339,89,72,13,1,3,72,14,0.283,0.359,0.307,0.666,37,1,1,106,1,4,5,35,202
Arcia, Orlando,606115,2021,81,89,16,11,3,0,2,19,7,0.198,0.309,0.258,0.567,14,0,1,36,0,0,1,9,61.5
Tapia, Raimel,606132,2021,487,533,133,99,26,2,6,70,40,0.273,0.372,0.326,0.698,50,6,20,133,1,1,4,69,390
Aquino, Aristides,606157,2021,174,204,33,16,6,1,10,75,27,0.19,0.408,0.299,0.707,23,2,2,84,1,0,2,25,134.5
Hernandez, Teoscar,606192,2021,550,595,163,102,29,0,32,148,36,0.296,0.524,0.346,0.87,116,4,12,143,7,0,2,92,601
Mercedes, Yermin,606213,2021,240,262,65,48,9,1,7,46,20,0.271,0.404,0.328,0.732,37,1,0,68,1,0,1,26,194
Peraza, Jose,606299,2021,142,154,29,16,7,0,6,26,9,0.204,0.38,0.266,0.647,20,0,1,64,3,0,0,21,116
Marte, Ketel,606466,2021,340,374,108,64,29,1,14,60,31,0.318,0.532,0.377,0.909,50,0,2,90,2,0,1,52,340
Greiner, Grayson,606988,2021,72,82,17,12,4,0,1,31,9,0.236,0.333,0.317,0.65,7,0,0,31,0,1,0,7,38.5
Haase, Eric,606992,2021,351,381,81,46,12,1,22,119,26,0.231,0.459,0.286,0.745,61,0,2,98,2,0,2,48,303.5
Hager, Jake,606993,2021,26,30,3,3,0,0,0,14,4,0.115,0.115,0.233,0.349,2,0,0,14,0,0,0,2,6
Nimmo, Brandon,607043,2021,325,386,95,67,17,3,8,79,54,0.292,0.437,0.399,0.836,28,4,5,92,5,2,0,51,274.5
Peterson, Jace,607054,2021,259,302,64,46,11,1,6,68,38,0.247,0.367,0.348,0.714,31,1,10,94,3,0,2,36,219
Wilson, Jacob,607111,2021,20,21,3,1,1,1,0,3,1,0.15,0.3,0.19,0.49,1,0,0,12,0,0,0,3,10.5
Fedde, Erick,607200,2021,36,43,0,0,0,0,0,14,1,0,0,0.023,0.023,1,0,0,28,0,5,1,0,-4
Turner, Trea,607208,2021,595,646,195,130,34,3,28,110,41,0.328,0.536,0.375,0.911,77,5,32,148,6,0,4,107,631
Gant, John,607231,2021,13,18,0,0,0,0,0,8,0,0,0,0,0,0,0,0,24,0,5,0,0,-4
Smith, Kevan,607345,2021,95,106,16,13,3,0,0,31,10,0.168,0.2,0.245,0.445,3,0,0,33,0,0,0,8,27.5
Beaty, Matt,607461,2021,204,234,55,43,4,1,7,44,20,0.27,0.402,0.363,0.765,40,2,2,120,10,0,0,35,207
Blandino, Alex,607468,2021,70,82,14,10,4,0,0,28,8,0.2,0.257,0.317,0.574,5,0,1,43,4,0,0,9,37
Freeland, Kyle,607536,2021,33,40,6,5,1,0,0,17,2,0.182,0.212,0.2,0.412,4,0,0,23,0,4,1,3,11.5
Pillar, Kevin,607680,2021,325,347,75,47,11,2,15,81,11,0.231,0.415,0.277,0.692,47,3,4,124,10,0,1,40,254.5
Stallings, Jacob,607732,2021,374,427,92,63,20,1,8,85,49,0.246,0.369,0.335,0.704,53,0,0,112,2,0,2,38,290.5
Ramirez, Jose,608070,2021,552,636,147,74,32,5,36,87,72,0.266,0.538,0.355,0.893,103,4,27,152,7,0,5,111,699.5
Bregman, Alex,608324,2021,348,400,94,65,17,0,12,53,44,0.27,0.422,0.355,0.777,55,0,1,91,4,0,4,54,334.5
De Jong, Chase,608328,2021,12,15,1,0,1,0,0,5,0,0.083,0.167,0.067,0.233,0,0,0,10,0,3,0,1,0.5
Fried, Max,608331,2021,55,67,15,12,3,0,0,18,4,0.273,0.327,0.284,0.611,5,0,0,31,0,8,0,7,30
Gallo, Joey,608336,2021,498,616,99,47,13,1,38,213,111,0.199,0.458,0.351,0.808,77,0,6,153,6,0,1,90,494.5
Kelly, Carson,608348,2021,304,359,73,48,11,1,13,74,44,0.24,0.411,0.343,0.754,46,0,0,98,6,0,5,41,271
Seager, Corey,608369,2021,353,409,108,67,22,3,16,66,48,0.306,0.521,0.394,0.915,57,1,1,95,5,0,3,54,373
Williams, Nick,608384,2021,10,13,0,0,0,0,0,4,1,0,0,0.231,0.231,0,0,0,4,2,0,0,2,3
Winker, Jesse,608385,2021,423,485,129,72,32,1,24,75,53,0.305,0.556,0.394,0.949,71,0,1,110,9,0,0,77,480.5
Godoy, Jose,608422,2021,37,40,6,5,1,0,0,14,3,0.162,0.189,0.225,0.414,3,0,0,16,0,0,0,2,11
Marquez, German,608566,2021,53,60,14,8,5,0,1,13,0,0.264,0.415,0.233,0.648,9,0,0,29,0,7,0,5,38.5
Mazara, Nomar,608577,2021,165,181,35,25,5,2,3,45,15,0.212,0.321,0.276,0.597,19,0,0,50,0,0,1,12,95.5
Murphy, Tom,608596,2021,277,325,56,37,8,0,11,99,40,0.202,0.35,0.302,0.652,34,0,0,97,2,0,3,35,192.5
Guzman, Ronald,608597,2021,16,17,1,0,0,0,1,6,1,0.063,0.25,0.118,0.368,1,0,0,7,0,0,0,1,5
Jankowski, Travis,608671,2021,131,157,33,24,6,2,1,29,22,0.252,0.351,0.357,0.708,10,0,5,76,1,2,0,24,108.5
Mayfield, Jack,608686,2021,266,290,58,33,15,0,10,68,17,0.218,0.387,0.269,0.656,39,1,5,86,3,3,1,30,206
Plawecki, Kevin,608700,2021,157,173,45,35,7,0,3,26,12,0.287,0.389,0.347,0.735,15,0,0,64,3,1,0,15,108
Refsnyder, Rob,608701,2021,139,157,34,25,7,0,2,40,17,0.245,0.338,0.325,0.663,12,0,1,51,0,0,1,21,91
Mondesi, Adalberto,609275,2021,126,136,29,14,8,1,6,43,6,0.23,0.452,0.265,0.717,17,1,15,35,1,3,0,19,124.5
Andujar, Miguel,609280,2021,154,162,39,31,2,0,6,28,7,0.253,0.383,0.284,0.667,12,1,0,45,0,0,1,19,94
Vosler, Jason,613564,2021,73,82,13,6,4,0,3,21,7,0.178,0.356,0.256,0.612,9,0,2,41,1,0,1,12,57.5
Cordero, Franchy,614173,2021,127,136,24,17,6,0,1,51,8,0.189,0.26,0.235,0.495,9,1,1,48,0,1,0,12,46.5
Reyes, Franmil,614177,2021,418,466,106,56,18,2,30,149,43,0.254,0.522,0.324,0.846,85,1,4,115,2,0,3,57,422.5
Torrens, Luis,620443,2021,346,378,84,51,16,2,15,99,28,0.243,0.431,0.299,0.73,47,0,0,108,1,0,3,39,261.5
Robertson, Daniel,621002,2021,73,90,12,8,2,0,2,28,12,0.164,0.274,0.3,0.574,4,0,0,50,3,1,1,10,39
Lopes, Tim,621005,2021,10,11,1,1,0,0,0,4,1,0.1,0.1,0.182,0.282,0,1,0,7,0,0,0,1,0
Martin Jr., Richie,621006,2021,98,105,23,20,2,0,1,28,4,0.235,0.286,0.267,0.552,8,2,0,37,1,1,1,9,42
Schrock, Max,621011,2021,125,134,36,24,7,2,3,24,8,0.288,0.448,0.328,0.776,14,1,1,53,0,0,1,19,100
Swanson, Dansby,621020,2021,588,653,146,84,33,2,27,167,52,0.248,0.449,0.311,0.76,88,3,9,160,5,1,7,78,506.5
Newman, Kevin,621028,2021,517,554,117,87,22,3,5,41,27,0.226,0.309,0.262,0.571,39,1,6,148,1,6,3,50,306.5
Taylor, Chris,621035,2021,507,582,129,80,25,4,20,167,63,0.254,0.438,0.344,0.782,73,1,13,148,8,1,3,92,472.5
Correa, Carlos,621043,2021,555,640,155,94,34,1,26,116,75,0.279,0.485,0.366,0.85,92,0,0,148,4,0,6,104,578
Eflin, Zach,621107,2021,29,37,0,0,0,0,0,15,1,0,0,0.054,0.054,1,0,0,17,1,6,0,1,-2.5
Buehler, Walker,621111,2021,69,82,7,5,2,0,0,45,5,0.101,0.13,0.146,0.277,3,0,0,34,0,8,0,5,2.5
Mills, Alec,621219,2021,32,36,1,0,1,0,0,26,0,0.031,0.063,0.028,0.09,0,0,0,31,0,4,0,1,-10
Dahl, David,621311,2021,205,220,43,28,11,0,4,59,10,0.21,0.322,0.245,0.567,18,1,2,63,1,1,3,19,105.5
Phillips, Brett,621433,2021,253,292,52,26,9,4,13,113,33,0.206,0.427,0.298,0.725,44,3,14,118,2,2,2,50,249.5
Taylor, Tyrone,621438,2021,243,271,60,36,9,3,12,59,20,0.247,0.457,0.321,0.778,43,1,6,93,7,0,1,33,238.5
Buxton, Byron,621439,2021,235,254,72,30,23,0,19,62,13,0.306,0.647,0.358,1.005,32,1,10,61,6,0,0,50,273
Brinson, Lewis,621446,2021,274,290,62,39,14,0,9,72,13,0.226,0.376,0.262,0.638,33,1,1,89,1,1,1,24,172
Bolt, Skye,621450,2021,57,60,5,3,1,0,1,15,1,0.088,0.158,0.1,0.258,4,0,2,34,0,2,0,5,19.5
Duggar, Steven,621453,2021,268,297,69,42,14,5,8,88,27,0.257,0.437,0.33,0.767,35,0,7,107,2,0,0,45,231
Rios, Edwin,621458,2021,51,60,4,3,0,0,1,18,7,0.078,0.137,0.217,0.354,1,0,0,25,2,0,0,4,13
Stewart, DJ,621466,2021,270,318,55,33,10,0,12,89,44,0.204,0.374,0.324,0.698,33,0,0,100,4,0,0,39,209.5
Ward, Taylor,621493,2021,208,237,52,29,15,0,8,55,20,0.25,0.438,0.329,0.767,33,1,1,65,6,2,1,33,189.5
Mathisen, Wyatt,621500,2021,42,51,5,4,0,0,1,21,5,0.119,0.19,0.255,0.445,8,0,0,23,3,0,1,3,24.5
Nido, Tomas,621512,2021,153,161,34,25,5,1,3,44,5,0.222,0.327,0.261,0.588,13,0,1,58,3,0,0,16,80
Bemboom, Anthony,621532,2021,27,28,6,6,0,0,0,10,1,0.222,0.222,0.25,0.472,2,0,0,8,0,0,0,2,8
Wisdom, Patrick,621550,2021,338,375,78,37,13,0,28,153,32,0.231,0.518,0.304,0.822,61,1,4,106,4,0,0,54,317.5
Moroff, Max,621559,2021,16,16,1,1,0,0,0,10,0,0.063,0.063,0.063,0.125,1,0,0,6,0,0,0,0,-2
Wendle, Joey,621563,2021,460,501,122,76,31,4,11,113,28,0.265,0.422,0.319,0.741,54,6,8,136,10,0,3,73,366.5
Olson, Matt,621566,2021,565,673,153,79,35,0,39,113,88,0.271,0.54,0.371,0.911,111,1,4,156,9,0,11,101,675.5
Dean, Austin,621573,2021,30,38,7,4,2,0,1,11,6,0.233,0.4,0.342,0.742,7,0,0,22,0,0,2,5,31.5
Wood, Alex,622072,2021,38,47,0,0,0,0,0,26,5,0,0,0.106,0.106,0,1,0,24,0,4,0,0,-9
Jones, Taylor,622100,2021,102,108,25,14,8,1,2,29,4,0.245,0.402,0.269,0.67,16,0,0,35,0,0,2,11,73.5
Duffy, Matt,622110,2021,289,322,83,66,12,0,5,63,25,0.287,0.381,0.357,0.738,30,1,8,97,7,0,1,45,230.5
Munoz, Yairo,622168,2021,11,11,1,1,0,0,0,2,0,0.091,0.091,0.091,0.182,0,0,0,5,0,0,0,0,0
Walton, Donovan,622268,2021,63,69,13,8,2,1,2,15,4,0.206,0.365,0.246,0.611,7,0,1,24,0,2,0,6,41.5
Castillo, Luis,622491,2021,49,59,8,6,2,0,0,23,1,0.163,0.204,0.153,0.357,2,0,0,30,0,9,0,1,4.5
Crismatt, Nabil,622503,2021,10,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,43,0,1,0,0,-3
Margot, Manuel,622534,2021,421,464,107,76,18,3,10,70,37,0.254,0.382,0.313,0.695,57,8,13,125,1,1,4,55,351
Reyes, Pablo,622569,2021,78,87,20,14,5,0,1,15,9,0.256,0.359,0.333,0.692,3,0,4,53,0,0,0,12,55.5
Senzatela, Antonio,622608,2021,39,51,2,2,0,0,0,19,0,0.051,0.051,0.039,0.09,1,0,0,27,0,12,0,1,-4.5
Camargo, Johan,622666,2021,16,18,0,0,0,0,0,6,2,0,0,0.111,0.111,0,0,0,15,0,0,0,1,0
Reyes, Victor,622682,2021,209,220,54,35,10,4,5,55,8,0.258,0.416,0.282,0.698,22,1,5,76,0,2,1,26,146.5
Hernandez, Elieser,622694,2021,14,18,1,1,0,0,0,7,0,0.071,0.071,0.056,0.127,0,0,0,11,0,4,0,1,-1.5
Mateo, Jorge,622761,2021,194,209,48,32,11,1,4,55,9,0.247,0.376,0.292,0.668,14,3,10,89,4,1,1,19,122.5
Velazquez, Andrew,623205,2021,67,68,15,9,4,1,1,23,1,0.224,0.358,0.235,0.594,6,1,4,28,0,0,0,11,43.5
Giambrone, Trent,623508,2021,13,13,2,2,0,0,0,4,0,0.154,0.154,0.154,0.308,0,0,0,5,0,0,0,0,0
Bote, David,623520,2021,291,327,58,38,10,2,8,73,27,0.199,0.33,0.275,0.605,35,1,0,97,5,1,3,32,192.5
Ramirez, Harold,623912,2021,339,361,91,62,21,1,7,56,14,0.268,0.398,0.305,0.703,41,1,3,99,5,0,3,33,246
Santander, Anthony,623993,2021,406,438,98,56,24,0,18,101,23,0.241,0.433,0.285,0.719,50,1,1,110,4,1,4,54,307.5
Suarez, Ranger,624133,2021,16,23,3,1,2,0,0,5,1,0.188,0.313,0.217,0.53,1,0,0,35,1,5,0,2,8.5
Alonso, Pete,624413,2021,561,637,147,80,27,3,37,127,60,0.262,0.519,0.344,0.863,94,0,3,152,12,0,4,81,574.5
Arroyo, Christian,624414,2021,164,181,43,25,12,0,6,44,8,0.262,0.445,0.32,0.766,25,0,1,57,7,1,0,22,140
Biggio, Cavan,624415,2021,250,294,56,38,10,1,7,78,37,0.224,0.356,0.32,0.676,27,2,3,79,1,1,4,27,173
Conforto, Michael,624424,2021,406,479,94,60,20,0,14,104,59,0.232,0.384,0.344,0.729,55,0,1,125,12,0,2,52,339
Frazier, Adam,624428,2021,577,639,176,130,36,5,5,69,48,0.305,0.411,0.366,0.777,43,5,10,155,10,3,1,83,444.5
Trevino, Jose,624431,2021,285,302,68,49,14,0,5,57,12,0.239,0.34,0.265,0.605,30,1,1,89,0,2,3,23,164.5
Gordon, Nick,624503,2021,200,216,48,34,9,1,4,55,12,0.24,0.355,0.292,0.647,23,1,10,73,3,0,1,19,142.5
McGuire, Reese,624512,2021,198,217,50,34,15,0,1,44,15,0.253,0.343,0.309,0.652,10,0,0,78,2,1,1,22,105
Nunez, Dom,624513,2021,228,263,43,18,12,3,10,91,34,0.189,0.399,0.293,0.692,33,0,0,81,0,0,1,31,176.5
Soler, Jorge,624585,2021,516,602,115,61,27,0,27,142,67,0.223,0.432,0.312,0.744,70,0,0,149,6,0,5,74,439
Sosa, Edmundo,624641,2021,288,326,78,60,8,4,6,63,17,0.271,0.389,0.344,0.732,27,4,4,113,17,1,2,39,211.5
Heredia, Guillermo,628338,2021,305,347,67,36,26,0,5,81,32,0.22,0.354,0.311,0.665,26,0,0,120,9,0,1,46,206.5
Hernandez, Yadiel,628450,2021,264,289,72,54,8,1,9,59,22,0.273,0.413,0.329,0.742,32,0,3,112,1,0,2,33,205.5
Ibanez, Andy,628451,2021,253,272,70,46,15,2,7,35,15,0.277,0.435,0.32,0.755,25,0,0,76,2,1,1,31,190.5
Urias, Julio,628711,2021,59,70,12,10,2,0,0,22,0,0.203,0.237,0.186,0.423,9,0,0,30,1,10,0,5,27
Cronenworth, Jake,630105,2021,567,643,151,90,33,7,21,90,55,0.266,0.46,0.336,0.796,71,3,4,152,10,3,3,94,522
Crowe, Wil,640444,2021,35,41,2,1,1,0,0,14,1,0.057,0.086,0.098,0.183,0,0,0,27,1,4,0,2,0
Frazier, Clint,640449,2021,183,218,34,20,9,0,5,65,32,0.186,0.317,0.317,0.633,15,0,2,66,3,0,0,20,114.5
Meadows, Austin,640457,2021,518,591,121,62,29,3,27,122,59,0.234,0.458,0.315,0.772,106,3,5,142,6,0,8,79,539
Mercado, Oscar,640458,2021,214,238,48,30,11,1,6,42,21,0.224,0.369,0.298,0.667,19,1,7,72,2,1,0,27,159
Pinder, Chad,640461,2021,214,233,52,29,16,1,6,62,16,0.243,0.411,0.3,0.712,27,0,1,75,2,0,1,30,161
Alzolay, Adbert,640470,2021,31,33,2,1,1,0,0,13,1,0.065,0.097,0.091,0.188,0,0,0,28,0,1,0,1,-1.5
Lopez, Pablo,641154,2021,33,35,2,0,2,0,0,17,0,0.061,0.121,0.057,0.178,0,0,0,20,0,2,0,2,-2.5
Anderson, Tim,641313,2021,527,551,163,115,29,2,17,119,22,0.309,0.469,0.338,0.806,61,7,18,123,1,0,1,94,455.5
Bauers, Jake,641343,2021,282,315,59,48,7,0,4,78,30,0.209,0.277,0.289,0.565,19,1,6,115,2,0,0,27,147
Bellinger, Cody,641355,2021,315,350,52,31,9,2,10,94,31,0.165,0.302,0.24,0.542,36,1,3,95,1,0,3,39,196
Calhoun, Willie,641432,2021,260,284,65,46,10,3,6,34,21,0.25,0.381,0.31,0.691,25,2,0,75,2,0,1,26,179
Collins, Zack,641470,2021,195,231,41,24,13,0,4,69,34,0.21,0.338,0.329,0.667,26,2,1,78,1,1,0,25,143.5
Crawford, J.P.,641487,2021,619,687,169,123,37,0,9,114,58,0.273,0.376,0.338,0.714,54,6,3,160,5,1,4,89,436
Davis, Jonathan,641505,2021,87,103,11,9,1,0,1,26,12,0.126,0.172,0.252,0.425,4,1,4,64,3,0,1,20,52
Dozier, Hunter,641531,2021,487,543,105,56,27,6,16,154,43,0.216,0.394,0.285,0.68,54,4,5,144,7,0,6,55,334
Engel, Adam,641553,2021,123,140,31,15,9,0,7,31,11,0.252,0.496,0.336,0.832,18,1,7,39,5,0,1,21,131.5
Fargas, Johneshwy,641561,2021,52,54,13,8,3,2,0,15,1,0.25,0.385,0.259,0.644,5,2,1,22,0,1,0,4,27.5
Fowler, Dustin,641583,2021,41,46,7,6,1,0,0,20,3,0.171,0.195,0.239,0.434,2,0,1,18,1,0,1,3,11
Fraley, Jake,641584,2021,214,265,45,29,7,0,9,71,46,0.21,0.369,0.351,0.72,36,2,10,78,2,1,2,27,208.5
Garver, Mitch,641598,2021,207,243,53,25,15,0,13,71,31,0.256,0.517,0.358,0.875,34,1,1,68,3,0,2,29,203.5
Guillorme, Luis,641645,2021,132,156,35,31,3,0,1,23,23,0.265,0.311,0.372,0.682,5,2,0,69,0,1,0,13,73.5
Hampson, Garrett,641658,2021,453,494,106,68,21,6,11,118,33,0.234,0.38,0.287,0.667,33,7,17,147,3,3,2,69,311
Heim, Jonah,641680,2021,265,285,52,29,13,0,10,58,15,0.196,0.358,0.239,0.597,32,1,3,82,1,1,3,22,173
Hermosillo, Michael,641684,2021,36,38,7,2,2,0,3,12,1,0.194,0.5,0.237,0.737,7,0,0,16,1,0,0,5,33
Kuhl, Chad,641771,2021,21,24,1,1,0,0,0,11,1,0.048,0.048,0.083,0.131,0,0,0,27,0,2,0,1,-2.5
Lauer, Eric,641778,2021,26,37,4,3,0,0,1,15,3,0.154,0.269,0.216,0.485,4,0,0,24,1,6,1,3,14.5
Lewis, Kyle,641786,2021,130,147,32,23,4,0,5,37,16,0.246,0.392,0.333,0.726,11,0,2,36,1,0,0,15,90.5
Locastro, Tim,641796,2021,139,156,25,19,4,0,2,33,7,0.18,0.252,0.263,0.515,7,3,5,64,9,0,1,15,70.5
Mahle, Tyler,641816,2021,55,66,3,3,0,0,0,19,4,0.055,0.055,0.106,0.161,1,0,0,32,0,7,0,1,0.5
Mancini III, Trey,641820,2021,556,616,142,87,33,1,21,143,51,0.255,0.432,0.326,0.758,71,0,0,147,8,0,1,77,446.5
Martin, Jason,641829,2021,144,154,30,21,3,0,6,41,8,0.208,0.354,0.247,0.601,17,1,3,58,0,1,1,14,91.5
McKinney, Billy,641856,2021,265,300,51,28,11,3,9,79,32,0.192,0.358,0.28,0.638,27,0,2,116,1,0,2,32,178.5
McMahon, Ryan,641857,2021,528,596,134,78,32,1,23,147,59,0.254,0.449,0.331,0.779,86,2,6,151,4,0,5,80,488.5
Neuse, Sheldon,641914,2021,65,66,11,7,1,0,3,26,1,0.169,0.323,0.182,0.505,4,1,1,33,0,0,0,6,24
Nottingham, Jacob,641924,2021,40,45,6,2,1,0,3,20,2,0.15,0.4,0.222,0.622,6,0,0,15,2,0,1,5,27
O'Neill, Tyler,641933,2021,482,537,138,76,26,2,34,168,38,0.286,0.56,0.352,0.912,80,4,15,138,13,0,4,89,512
Palacios, Josh,641943,2021,35,42,7,7,0,0,0,11,3,0.2,0.2,0.286,0.486,4,0,0,13,2,1,1,7,21.5
Rogers, Josh,642028,2021,12,14,0,0,0,0,0,4,1,0,0,0.071,0.071,0,0,0,6,0,1,0,0,-1
Sisco, Chance,642082,2021,74,83,11,8,3,0,0,21,7,0.149,0.189,0.241,0.43,4,0,0,28,2,0,0,5,25.5
Smith, Dominic,642086,2021,446,493,109,78,20,0,11,112,32,0.244,0.363,0.304,0.667,58,1,2,145,9,0,6,43,309
Smith, Riley,642092,2021,16,17,0,0,0,0,0,11,0,0,0,0,0,0,0,0,24,0,1,0,0,-5.5
Tellez, Rowdy,642133,2021,297,325,72,45,14,2,11,65,23,0.242,0.414,0.305,0.719,36,0,0,106,4,0,1,34,223.5
Valaika, Pat,642162,2021,259,281,52,39,8,0,5,76,16,0.201,0.29,0.249,0.539,25,1,1,90,2,1,3,17,123
VanMeter, Josh,642165,2021,274,310,58,33,17,2,6,83,33,0.212,0.354,0.297,0.651,36,2,3,112,1,0,2,26,191.5
Wade, Tyler,642180,2021,127,145,34,28,5,1,0,37,16,0.268,0.323,0.352,0.675,5,6,17,103,1,0,0,31,108.5
White, Eli,642201,2021,198,220,35,22,6,1,6,66,18,0.177,0.308,0.259,0.567,15,3,4,64,4,0,0,26,111
Widener, Taylor,642203,2021,16,18,1,1,0,0,0,11,1,0.063,0.063,0.111,0.174,0,0,0,20,0,1,0,1,-2.5
Williams, Justin,642211,2021,119,137,19,15,0,0,4,46,17,0.16,0.261,0.27,0.531,11,1,0,51,1,0,0,10,57
Wong, Kean,642221,2021,60,66,10,7,2,1,0,17,2,0.167,0.233,0.182,0.415,6,1,0,32,0,4,0,3,21.5
Mejia, Francisco,642336,2021,250,277,65,41,15,3,6,49,17,0.26,0.416,0.321,0.737,35,0,0,84,7,1,2,31,204.5
Siri, Jose,642350,2021,46,49,14,9,0,1,4,17,1,0.304,0.609,0.347,0.956,9,1,3,21,2,0,0,10,55.5
